contract_id,employee_number,company_id_contract,country_id_contract,position,hierarchy_level,department,start_date,gross_salary, currency
DE117contract,117,F0070,DE,13,7,Telecom,20/11/2024,1926,EUR
IT118contract,118,E0062,IT,9,5,Engineering,16/05/2025,3843,EUR
FR119contract,119,A0080,FR,12,6,Consulting,20/09/2018,3114,EUR
DE120contract,120,F0070,DE,11,7,Telecom,31/12/2023,2205,EUR
IT121contract,121,E0062,IT,4,3,Engineering,27/09/2018,5553,EUR
IT122contract,122,E0062,IT,12,6,Engineering,30/09/2018,2454,EUR
FR123contract,123,A0080,FR,10,5,Consulting,02/10/2018,3190,EUR
FR124contract,124,A0080,FR,14,7,Consulting,03/10/2018,1838,EUR
DE125contract,125,G0073,DE,1,2,Telecom,07/10/2018,9069,EUR
DE126contract,126,G0073,DE,13,7,Telecom,31/07/2021,2014,EUR
DE127contract,127,F0070,DE,14,7,Telecom,01/08/2023,2366,EUR
FR128contract,128,A0080,FR,8,5,Consulting,12/10/2018,4179,EUR
IT129contract,129,G0073,IT,10,4,Telecom,13/10/2018,3983,EUR
IT130contract,130,E0062,IT,14,7,Engineering,16/10/2018,2285,EUR
IE131contract,131,B0060,IE,14,7,Testing,16/10/2018,2003,EUR
ES132contract,132,A0080,ES,7,4,Consulting,15/01/2023,3935,EUR
DE133contract,133,E0062,DE,11,6,Engineering,25/04/2022,3358,EUR
IE134contract,134,B0060,IE,11,6,Testing,19/10/2018,2581,EUR
DE135contract,135,G0073,DE,11,7,Telecom,09/01/2019,1946,EUR
DE136contract,136,E0062,DE,13,7,Engineering,22/10/2018,2364,EUR
DE137contract,137,F0070,DE,7,5,Telecom,22/10/2018,3182,EUR
FR138contract,138,A0080,FR,10,5,Consulting,18/01/2025,3551,EUR
DE139contract,139,F0070,DE,14,6,Telecom,24/10/2018,2773,EUR
DE140contract,140,F0070,DE,13,7,Telecom,27/10/2018,2234,EUR
ES141contract,141,E0062,ES,12,7,Engineering,09/11/2022,2335,EUR
IT142contract,142,E0062,IT,14,7,Engineering,29/09/2022,2323,EUR
DE143contract,143,F0070,DE,12,6,Telecom,27/10/2018,2432,EUR
DE144contract,144,E0062,DE,12,7,Engineering,30/10/2018,1823,EUR
DE145contract,145,D0090,DE,8,5,Back Office,31/10/2018,3800,EUR
ES146contract,146,E0062,ES,14,6,Engineering,03/11/2018,2716,EUR
IT147contract,147,F0070,IT,13,7,Telecom,26/10/2021,2194,EUR
IT148contract,148,E0062,IT,13,7,Engineering,06/11/2018,2194,EUR
IE149contract,149,F0070,IE,14,6,Telecom,23/08/2020,2389,EUR
IE150contract,150,F0070,IE,14,7,Telecom,11/11/2018,2355,EUR
DE151contract,151,F0070,DE,13,6,Telecom,13/11/2018,2443,EUR
IT152contract,152,E0062,IT,14,7,Engineering,17/05/2024,1998,EUR
IE153contract,153,D0090,IE,14,7,Back Office,20/11/2018,1839,EUR
DE154contract,154,F0070,DE,11,7,Telecom,23/10/2018,2345,EUR
DE155contract,155,E0062,DE,13,6,Engineering,25/11/2018,2725,EUR
DE156contract,156,F0070,DE,13,6,Telecom,26/11/2018,2563,EUR
IT157contract,157,D0090,IT,8,4,Back Office,29/11/2018,4461,EUR
IT158contract,158,E0062,IT,1,3,Engineering,30/11/2018,4955,EUR
DE159contract,159,F0070,DE,11,6,Telecom,02/12/2018,2647,EUR
FR160contract,160,A0080,FR,12,6,Consulting,05/05/2020,2837,EUR
DE161contract,161,F0070,DE,7,4,Telecom,07/12/2018,3693,EUR
ES162contract,162,A0080,ES,3,3,Consulting,08/12/2018,5282,EUR
DE163contract,163,F0070,DE,11,6,Telecom,08/12/2018,2669,EUR
DE164contract,164,F0070,DE,11,7,Telecom,09/12/2018,1856,EUR
DE165contract,165,F0070,DE,14,7,Telecom,24/06/2018,2198,EUR
IT166contract,166,E0062,IT,13,6,Engineering,02/01/2020,2523,EUR
FR167contract,167,D0090,FR,12,6,Back Office,14/12/2018,2410,EUR
FR168contract,168,C0092,FR,8,4,Engineering,14/12/2018,4296,EUR
DE169contract,169,G0073,DE,13,6,Telecom,19/12/2018,2522,EUR
DE170contract,170,E0062,DE,12,6,Engineering,20/12/2018,2486,EUR
DE171contract,171,G0073,DE,14,7,Telecom,05/01/2020,1803,EUR
FR172contract,172,B0060,FR,8,5,Testing,28/12/2018,3925,EUR
IT173contract,173,E0062,IT,12,6,Engineering,02/03/2020,2787,EUR
ES174contract,174,D0090,ES,11,7,Back Office,01/01/2019,1823,EUR
IT175contract,175,E0062,IT,12,7,Engineering,03/01/2019,1815,EUR
FR176contract,176,B0060,FR,11,6,Testing,07/01/2019,2420,EUR
DE177contract,177,F0070,DE,12,6,Telecom,16/04/2020,2392,EUR
DE178contract,178,E0062,DE,7,5,Engineering,12/01/2019,3533,EUR
FR179contract,179,E0062,FR,13,7,Engineering,08/08/2019,1984,EUR
FR180contract,180,E0062,FR,14,7,Engineering,14/01/2019,1817,EUR
FR181contract,181,A0080,FR,8,5,Consulting,07/10/2023,4201,EUR
ES182contract,182,E0062,ES,8,4,Engineering,11/12/2024,4115,EUR
IT183contract,183,F0070,IT,12,7,Telecom,04/02/2019,2202,EUR
FR184contract,184,B0060,FR,8,4,Testing,06/02/2019,4465,EUR
DE185contract,185,E0062,DE,12,6,Engineering,25/04/2020,2745,EUR
DE186contract,186,F0070,DE,13,7,Telecom,08/02/2019,2214,EUR
FR187contract,187,A0080,FR,11,7,Consulting,08/12/2022,2187,EUR
FR188contract,188,A0080,FR,7,5,Consulting,11/02/2019,3240,EUR
DE189contract,189,E0062,DE,14,7,Engineering,12/02/2019,2176,EUR
DE190contract,190,D0090,DE,3,2,Back Office,24/02/2019,9613,EUR
DE191contract,191,E0062,DE,13,7,Engineering,06/02/2022,2153,EUR
DE192contract,192,F0070,DE,13,6,Telecom,27/02/2019,2523,EUR
DE193contract,193,G0073,DE,1,3,Telecom,06/05/2020,5191,EUR
IT194contract,194,E0062,IT,7,5,Engineering,01/03/2019,4448,EUR
DE195contract,195,F0070,DE,13,6,Telecom,23/04/2022,2777,EUR
ES196contract,196,A0080,ES,7,4,Consulting,03/03/2019,4153,EUR
IE197contract,197,F0070,IE,13,6,Telecom,03/03/2019,2635,EUR
FR198contract,198,E0062,FR,14,7,Engineering,04/03/2019,2315,EUR
DE199contract,199,D0090,DE,10,5,Back Office,22/08/2019,3645,EUR
FR200contract,200,A0080,FR,9,5,Consulting,05/03/2019,3476,EUR
FR201contract,201,F0070,FR,14,7,Telecom,31/10/2019,1850,EUR
IE202contract,202,B0060,IE,13,6,Testing,08/03/2019,2668,EUR
DE203contract,203,F0070,DE,14,7,Telecom,08/03/2019,2099,EUR
FR204contract,204,A0080,FR,2,2,Consulting,09/03/2019,9563,EUR
FR205contract,205,A0080,FR,10,5,Consulting,03/04/2021,3241,EUR
IT206contract,206,E0062,IT,12,6,Engineering,11/03/2019,2461,EUR
DE207contract,207,F0070,DE,11,6,Telecom,13/03/2019,2603,EUR
DE208contract,208,G0073,DE,11,6,Telecom,13/03/2019,3099,EUR
DE209contract,209,F0070,DE,11,7,Telecom,10/09/2021,1950,EUR
FR210contract,210,A0080,FR,11,7,Consulting,15/03/2019,2141,EUR
ES211contract,211,E0062,ES,13,6,Engineering,17/03/2019,3139,EUR
DE212contract,212,G0073,DE,14,7,Telecom,22/03/2019,2372,EUR
IT213contract,213,F0070,IT,6,5,Telecom,08/02/2022,3615,EUR
IT214contract,214,E0062,IT,6,5,Engineering,25/03/2019,3043,EUR
IT215contract,215,E0062,IT,14,6,Engineering,05/09/2022,3398,EUR
DE216contract,216,G0073,DE,14,6,Telecom,31/03/2019,2745,EUR
IT217contract,217,E0062,IT,6,4,Engineering,31/03/2019,3687,EUR
FR218contract,218,A0080,FR,3,2,Consulting,31/03/2019,11055,EUR
DE219contract,219,F0070,DE,12,7,Telecom,19/12/2022,2324,EUR
DE220contract,220,F0070,DE,12,6,Telecom,27/11/2022,2463,EUR
IE221contract,221,B0060,IE,7,4,Testing,28/07/2023,4094,EUR
IT222contract,222,F0070,IT,12,6,Telecom,29/05/2018,2689,EUR
FR223contract,223,B0060,FR,13,6,Testing,16/04/2019,2673,EUR
IE224contract,224,E0062,IE,14,7,Engineering,19/04/2019,2115,EUR
ES225contract,225,A0080,ES,14,7,Consulting,10/06/2024,2349,EUR
IT226contract,226,E0062,IT,14,7,Engineering,22/03/2020,1948,EUR
FR227contract,227,E0062,FR,12,6,Engineering,23/04/2019,2778,EUR
ES228contract,228,E0062,ES,12,6,Engineering,05/01/2025,2677,EUR
DE229contract,229,E0062,DE,11,6,Engineering,25/04/2019,3399,EUR
FR230contract,230,A0080,FR,14,7,Consulting,18/09/2023,2380,EUR
DE231contract,231,E0062,DE,13,6,Engineering,24/07/2024,2449,EUR
IE232contract,232,D0090,IE,14,6,Back Office,01/01/2025,2521,EUR
IE233contract,233,D0090,IE,11,7,Back Office,13/01/2023,2281,EUR
DE234contract,234,F0070,DE,14,7,Telecom,15/05/2019,2316,EUR
DE235contract,235,E0062,DE,12,6,Engineering,03/03/2022,3144,EUR
IE236contract,236,E0062,IE,13,7,Engineering,18/09/2018,2159,EUR
FR237contract,237,G0073,FR,12,6,Telecom,24/03/2018,2620,EUR
DE238contract,238,D0090,DE,13,6,Back Office,28/05/2019,2790,EUR
FR239contract,239,A0080,FR,11,7,Consulting,01/06/2019,1814,EUR
FR240contract,240,D0090,FR,12,7,Back Office,01/03/2019,2009,EUR
DE241contract,241,E0062,DE,11,6,Engineering,07/06/2019,2573,EUR
DE242contract,242,E0062,DE,7,5,Engineering,09/06/2019,3311,EUR
FR243contract,243,D0090,FR,14,7,Back Office,13/06/2019,2278,EUR
FR244contract,244,A0080,FR,6,4,Consulting,20/04/2019,4344,EUR
DE245contract,245,F0070,DE,13,7,Telecom,03/03/2025,2033,EUR
IE246contract,246,F0070,IE,13,6,Telecom,03/06/2019,2511,EUR
DE247contract,247,E0062,DE,1,3,Engineering,23/08/2020,5378,EUR
DE248contract,248,F0070,DE,11,6,Telecom,15/05/2020,2622,EUR
DE249contract,249,G0073,DE,12,7,Telecom,29/06/2019,2228,EUR
IE250contract,250,E0062,IE,11,6,Engineering,03/07/2019,2590,EUR
DE251contract,251,G0073,DE,4,3,Telecom,03/07/2019,5954,EUR
IE252contract,252,F0070,IE,3,3,Telecom,19/07/2023,4537,EUR
ES253contract,253,A0080,ES,3,3,Consulting,07/07/2019,5379,EUR
DE254contract,254,F0070,DE,12,6,Telecom,11/07/2019,2671,EUR
IE255contract,255,E0062,IE,12,6,Engineering,12/04/2025,3236,EUR
DE256contract,256,G0073,DE,12,6,Telecom,13/07/2019,2538,EUR
IT257contract,257,F0070,IT,12,7,Telecom,18/09/2021,1857,EUR
DE258contract,258,E0062,DE,14,7,Engineering,31/10/2024,2031,EUR
FR259contract,259,B0060,FR,11,7,Testing,17/07/2019,1923,EUR
DE260contract,260,F0070,DE,13,7,Telecom,26/09/2021,2108,EUR
IT261contract,261,E0062,IT,11,7,Engineering,20/07/2019,2339,EUR
IT262contract,262,E0062,IT,7,4,Engineering,11/04/2024,3800,EUR
DE263contract,263,G0073,DE,12,7,Telecom,23/07/2019,2056,EUR
FR264contract,264,B0060,FR,9,5,Testing,05/12/2021,4101,EUR
DE265contract,265,G0073,DE,12,7,Telecom,20/01/2022,2377,EUR
IE266contract,266,E0062,IE,12,7,Engineering,27/07/2019,1907,EUR
IE267contract,267,F0070,IE,13,6,Telecom,28/07/2019,2677,EUR
ES268contract,268,F0070,ES,13,7,Telecom,10/07/2023,1983,EUR
IT269contract,269,E0062,IT,11,6,Engineering,05/08/2019,2500,EUR
DE270contract,270,E0062,DE,11,6,Engineering,03/03/2018,2501,EUR
IT271contract,271,G0073,IT,11,6,Telecom,02/09/2023,2552,EUR
FR272contract,272,A0080,FR,3,2,Consulting,08/08/2019,10421,EUR
FR273contract,273,B0060,FR,4,1,Testing,08/08/2019,9915,EUR
DE274contract,274,E0062,DE,9,5,Engineering,02/11/2023,4418,EUR
ES275contract,275,F0070,ES,13,7,Telecom,09/08/2019,1910,EUR
IT276contract,276,E0062,IT,13,6,Engineering,11/08/2019,2539,EUR
DE277contract,277,F0070,DE,13,6,Telecom,13/08/2019,2585,EUR
DE278contract,278,F0070,DE,2,2,Telecom,14/08/2019,8279,EUR
DE279contract,279,F0070,DE,13,6,Telecom,18/08/2019,2569,EUR
IE280contract,280,E0062,IE,10,5,Engineering,20/05/2022,3992,EUR
FR281contract,281,A0080,FR,10,4,Consulting,20/08/2019,3813,EUR
FR282contract,282,E0062,FR,5,2,Engineering,20/08/2019,10394,EUR
DE283contract,283,F0070,DE,12,7,Telecom,31/01/2025,2099,EUR
FR284contract,284,F0070,FR,12,6,Telecom,04/03/2019,2698,EUR
FR285contract,285,F0070,FR,13,6,Telecom,24/08/2019,2506,EUR
DE286contract,286,F0070,DE,14,7,Telecom,04/09/2022,2210,EUR
DE287contract,287,E0062,DE,9,5,Engineering,13/10/2022,3543,EUR
ES288contract,288,A0080,ES,8,4,Consulting,28/08/2019,3658,EUR
DE289contract,289,F0070,DE,14,6,Telecom,17/04/2023,2785,EUR
FR290contract,290,F0070,FR,13,7,Telecom,02/09/2019,2252,EUR
DE291contract,291,F0070,DE,6,5,Telecom,03/09/2019,3383,EUR
DE292contract,292,G0073,DE,7,4,Telecom,03/09/2019,4030,EUR
ES293contract,293,E0062,ES,13,6,Engineering,05/09/2019,2776,EUR
DE294contract,294,D0090,DE,10,4,Back Office,17/09/2020,4516,EUR
FR295contract,295,E0062,FR,13,7,Engineering,12/12/2023,1983,EUR
ES296contract,296,F0070,ES,11,6,Telecom,07/12/2018,2832,EUR
FR297contract,297,B0060,FR,14,6,Testing,02/10/2024,2601,EUR
DE298contract,298,F0070,DE,14,6,Telecom,14/09/2019,2670,EUR
FR299contract,299,F0070,FR,12,7,Telecom,17/02/2021,1894,EUR
FR300contract,300,A0080,FR,2,3,Consulting,16/09/2019,5639,EUR
ES301contract,301,E0062,ES,14,6,Engineering,08/05/2024,2530,EUR
ES302contract,302,G0073,ES,14,7,Telecom,21/09/2019,1841,EUR
DE303contract,303,F0070,DE,14,7,Telecom,24/09/2019,2018,EUR
FR304contract,304,B0060,FR,12,6,Testing,28/09/2019,2447,EUR
DE305contract,305,F0070,DE,13,6,Telecom,29/04/2024,2537,EUR
DE306contract,306,F0070,DE,14,7,Telecom,03/10/2019,1873,EUR
FR307contract,307,F0070,FR,9,5,Telecom,06/10/2019,3556,EUR
FR308contract,308,B0060,FR,12,6,Testing,09/10/2019,2626,EUR
DE309contract,309,F0070,DE,1,2,Telecom,11/10/2019,9918,EUR
DE310contract,310,G0073,DE,11,6,Telecom,14/10/2019,3137,EUR
IE311contract,311,E0062,IE,14,7,Engineering,16/10/2019,2263,EUR
DE312contract,312,E0062,DE,10,5,Engineering,16/10/2019,3720,EUR
DE313contract,313,F0070,DE,12,6,Telecom,18/10/2019,2592,EUR
DE314contract,314,F0070,DE,2,2,Telecom,28/06/2021,9502,EUR
DE315contract,315,F0070,DE,12,6,Telecom,18/10/2019,2655,EUR
DE316contract,316,F0070,DE,13,7,Telecom,10/02/2025,2314,EUR
IT317contract,317,E0062,IT,11,7,Engineering,20/10/2019,2263,EUR
DE318contract,318,F0070,DE,11,6,Telecom,14/03/2019,2501,EUR
DE319contract,319,G0073,DE,13,6,Telecom,21/10/2019,2716,EUR
IT320contract,320,D0090,IT,14,7,Back Office,20/07/2018,1829,EUR
FR321contract,321,E0062,FR,5,2,Engineering,22/10/2019,8040,EUR
DE322contract,322,F0070,DE,12,7,Telecom,22/10/2019,2118,EUR
DE323contract,323,G0073,DE,12,7,Telecom,22/10/2019,2095,EUR
ES324contract,324,G0073,ES,14,6,Telecom,25/05/2019,2765,EUR
DE325contract,325,G0073,DE,11,6,Telecom,08/04/2018,2554,EUR
ES326contract,326,E0062,ES,13,6,Engineering,27/10/2019,2703,EUR
IT327contract,327,E0062,IT,12,7,Engineering,27/10/2019,1973,EUR
IT328contract,328,E0062,IT,14,7,Engineering,08/04/2019,2108,EUR
DE329contract,329,D0090,DE,12,7,Back Office,03/11/2019,2135,EUR
DE330contract,330,F0070,DE,12,7,Telecom,05/11/2019,2052,EUR
FR331contract,331,E0062,FR,4,3,Engineering,05/11/2019,4103,EUR
ES332contract,332,E0062,ES,10,5,Engineering,09/11/2019,3824,EUR
ES333contract,333,F0070,ES,14,6,Telecom,09/11/2019,2414,EUR
FR334contract,334,E0062,FR,2,3,Engineering,10/11/2019,4572,EUR
FR335contract,335,B0060,FR,14,7,Testing,10/11/2019,1816,EUR
DE336contract,336,F0070,DE,11,6,Telecom,19/10/2018,2472,EUR
FR337contract,337,A0080,FR,6,5,Consulting,12/11/2019,4406,EUR
DE338contract,338,F0070,DE,13,7,Telecom,14/11/2019,1910,EUR
DE339contract,339,F0070,DE,14,7,Telecom,14/11/2019,2375,EUR
IT340contract,340,E0062,IT,14,6,Engineering,14/11/2019,2663,EUR
IE341contract,341,B0060,IE,8,4,Testing,10/05/2022,3608,EUR
DE342contract,342,F0070,DE,13,6,Telecom,13/05/2019,2474,EUR
DE343contract,343,F0070,DE,12,7,Telecom,14/05/2019,2141,EUR
IE344contract,344,E0062,IE,13,6,Engineering,18/11/2019,3069,EUR
IT345contract,345,F0070,IT,11,6,Telecom,21/11/2019,2675,EUR
ES346contract,346,A0080,ES,5,3,Consulting,22/11/2019,5917,EUR
FR347contract,347,B0060,FR,11,6,Testing,23/11/2019,2783,EUR
IT348contract,348,E0062,IT,14,6,Engineering,26/11/2019,2507,EUR
FR349contract,349,A0080,FR,2,3,Consulting,30/11/2019,4323,EUR
IT350contract,350,E0062,IT,12,6,Engineering,06/09/2019,2542,EUR
DE351contract,351,E0062,DE,13,7,Engineering,03/12/2019,2305,EUR
IT352contract,352,E0062,IT,8,5,Engineering,04/01/2023,3906,EUR
IT353contract,353,F0070,IT,11,7,Telecom,04/12/2019,2218,EUR
FR354contract,354,B0060,FR,4,2,Testing,20/10/2019,8111,EUR
DE355contract,355,G0073,DE,11,6,Telecom,14/02/2023,2647,EUR
DE356contract,356,G0073,DE,14,6,Telecom,07/12/2019,2831,EUR
FR357contract,357,F0070,FR,14,7,Telecom,15/03/2020,1904,EUR
IE358contract,358,E0062,IE,8,5,Engineering,08/12/2019,3609,EUR
DE359contract,359,F0070,DE,13,6,Telecom,24/02/2022,2583,EUR
DE360contract,360,E0062,DE,11,6,Engineering,12/12/2019,2764,EUR
DE361contract,361,F0070,DE,13,6,Telecom,14/12/2019,2548,EUR
DE362contract,362,F0070,DE,13,7,Telecom,15/12/2019,2277,EUR
IT363contract,363,D0090,IT,14,7,Back Office,18/12/2019,2176,EUR
DE364contract,364,E0062,DE,9,5,Engineering,18/12/2019,3020,EUR
IE365contract,365,F0070,IE,14,6,Telecom,20/12/2019,2787,EUR
IT366contract,366,F0070,IT,13,7,Telecom,21/12/2019,2204,EUR
